'2019-05-16 14:33:05.149426', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 14:33:10.249718', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 23:37:30.329777', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:37:35.431085', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:38:43.774080', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:38:48.876206', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:39:26.990232', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:39:32.091616', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:41:27.672692', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:32.774721', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:37.876034', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:42.977467', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:48.079198', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:53.180908', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:58.282505', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:42:22.397747', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:27.499525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:32.601580', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:37.702929', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:42.804498', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:47.905706', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:53.006850', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:52:24.277525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:29.378811', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:34.480002', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:39.582015', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:59:54.405322', ' ', ' ', ' ', ' ', '10',('127.0.0.1': 2361)
'2019-05-27 16:15:08', '50', '30', '36', '57',127.0.0.1
'2019-05-27 16:15:09', '42', '54', '47', '43',127.0.0.1
'2019-05-27 16:15:10', '55', '47', '53', '58',127.0.0.1
'2019-05-27 16:15:11', '59', '51', '51', '48',127.0.0.1
'2019-05-27 16:15:11', '48', '44', '72', '31',127.0.0.1
'2019-05-27 16:15:13', '35', '71', '67', '64',127.0.0.1
'2019-05-27 16:15:14', '57', '32', '56', '34',127.0.0.1
'2019-05-27 16:15:15', '49', '43', '44', '69',127.0.0.1
'2019-05-27 16:15:16', '78', '76', '47', '30',127.0.0.1
'2019-05-27 16:15:16', '53', '44', '77', '57',127.0.0.1
'2019-05-27 16:15:18', '39', '75', '58', '56',127.0.0.1
'2019-05-27 16:15:19', '63', '49', '36', '30',127.0.0.1
'2019-05-27 16:15:20', '62', '45', '63', '76',127.0.0.1
'2019-05-27 16:15:21', '76', '36', '42', '43',127.0.0.1
'2019-05-27 16:15:21', '65', '51', '74', '37',127.0.0.1
'2019-05-27 16:15:23', '63', '71', '78', '36',127.0.0.1
'2019-05-27 16:15:24', '37', '56', '78', '30',127.0.0.1
'2019-05-27 16:15:25', '41', '33', '43', '58',127.0.0.1
'2019-05-27 16:15:26', '32', '77', '47', '30',127.0.0.1
'2019-05-27 16:15:26', '72', '56', '69', '75',127.0.0.1
'2019-05-27 16:15:28', '64', '65', '32', '58',127.0.0.1
'2019-05-27 16:15:29', '51', '66', '49', '69',127.0.0.1
'2019-05-27 16:15:30', '32', '75', '41', '46',127.0.0.1
'2019-05-27 16:15:31', '32', '60', '37', '46',127.0.0.1
'2019-05-27 16:15:31', '64', '33', '37', '48',127.0.0.1
'2019-05-27 16:15:33', '42', '50', '54', '73',127.0.0.1
'2019-05-27 16:15:34', '78', '58', '66', '46',127.0.0.1
'2019-05-27 16:15:35', '48', '33', '36', '48',127.0.0.1
'2019-05-27 16:15:36', '67', '52', '45', '55',127.0.0.1
'2019-05-27 16:15:36', '33', '61', '32', '41',127.0.0.1
'2019-05-27 16:15:38', '73', '65', '62', '43',127.0.0.1
'2019-05-27 16:15:39', '61', '49', '77', '54',127.0.0.1
'2019-05-27 16:15:40', '44', '69', '66', '56',127.0.0.1
'2019-05-27 16:15:41', '74', '70', '43', '55',127.0.0.1
'2019-05-27 16:15:41', '34', '53', '38', '38',127.0.0.1
'2019-05-27 16:15:43', '37', '79', '37', '62',127.0.0.1
'2019-05-27 16:15:44', '40', '66', '63', '48',127.0.0.1
'2019-05-27 16:15:45', '72', '78', '39', '54',127.0.0.1
'2019-05-27 16:15:47', '41', '38', '79', '41',127.0.0.1
'2019-05-27 16:15:47', '65', '69', '71', '58',127.0.0.1
'2019-05-27 16:15:49', '74', '40', '52', '73',127.0.0.1
'2019-05-27 16:15:50', '68', '48', '48', '54',127.0.0.1
'2019-05-27 16:15:51', '35', '53', '60', '74',127.0.0.1
'2019-05-27 16:15:52', '79', '43', '70', '79',127.0.0.1
'2019-05-27 16:15:52', '76', '55', '47', '72',127.0.0.1
'2019-05-27 16:15:54', '53', '54', '30', '41',127.0.0.1
'2019-05-27 16:15:55', '40', '40', '67', '64',127.0.0.1
'2019-05-27 16:15:56', '45', '42', '33', '49',127.0.0.1
'2019-05-27 16:15:57', '37', '33', '42', '44',127.0.0.1
'2019-05-27 16:15:57', '67', '62', '75', '64',127.0.0.1
'2019-05-27 16:15:59', '31', '39', '46', '45',127.0.0.1
'2019-05-27 16:16:00', '30', '74', '58', '77',127.0.0.1
'2019-05-27 16:16:01', '37', '42', '72', '68',127.0.0.1
'2019-05-27 16:16:02', '79', '42', '30', '67',127.0.0.1
'2019-05-27 16:16:02', '55', '70', '61', '70',127.0.0.1
'2019-05-27 16:16:04', '79', '42', '71', '60',127.0.0.1
'2019-05-27 16:16:05', '55', '46', '41', '57',127.0.0.1
'2019-05-27 16:16:06', '65', '77', '64', '54',127.0.0.1
'2019-05-27 16:16:07', '59', '30', '44', '65',127.0.0.1
'2019-05-27 16:16:07', '55', '54', '59', '37',127.0.0.1
'2019-05-27 16:16:09', '79', '55', '55', '72',127.0.0.1
'2019-05-27 16:16:10', '48', '76', '51', '69',127.0.0.1
'2019-05-27 16:16:11', '69', '51', '74', '63',127.0.0.1
'2019-05-27 16:16:12', '72', '50', '68', '58',127.0.0.1
'2019-05-27 16:16:12', '34', '68', '32', '49',127.0.0.1
'2019-05-27 16:16:14', '35', '71', '56', '40',127.0.0.1
'2019-05-27 16:16:15', '66', '52', '45', '72',127.0.0.1
'2019-05-27 16:16:16', '79', '40', '45', '56',127.0.0.1
'2019-05-27 16:16:17', '49', '59', '42', '54',127.0.0.1
'2019-05-27 16:16:17', '52', '42', '40', '65',127.0.0.1
'2019-05-27 16:16:19', '36', '38', '62', '71',127.0.0.1
'2019-05-27 16:16:20', '70', '52', '74', '75',127.0.0.1
'2019-05-27 16:16:21', '53', '58', '54', '62',127.0.0.1
'2019-05-27 16:16:22', '47', '58', '76', '54',127.0.0.1
'2019-05-27 16:16:22', '74', '71', '39', '76',127.0.0.1
'2019-05-27 16:16:24', '56', '33', '78', '42',127.0.0.1
'2019-05-27 16:16:25', '55', '72', '34', '42',127.0.0.1
'2019-05-27 16:16:26', '69', '59', '31', '42',127.0.0.1
'2019-05-27 16:16:27', '35', '77', '46', '57',127.0.0.1
'2019-05-27 16:16:27', '77', '35', '56', '51',127.0.0.1
'2019-05-27 16:16:29', '45', '70', '57', '75',127.0.0.1
'2019-05-27 16:16:30', '56', '53', '55', '49',127.0.0.1
'2019-05-27 16:16:31', '54', '67', '70', '55',127.0.0.1
'2019-05-27 16:16:32', '30', '74', '30', '72',127.0.0.1
'2019-05-27 16:16:32', '53', '62', '39', '50',127.0.0.1
'2019-05-27 16:16:34', '78', '70', '59', '73',127.0.0.1
'2019-05-27 16:16:35', '45', '56', '43', '65',127.0.0.1
'2019-05-27 16:16:36', '57', '46', '48', '79',127.0.0.1
'2019-05-27 16:16:38', '68', '70', '60', '53',127.0.0.1
'2019-05-27 16:16:38', '64', '31', '30', '78',127.0.0.1
'2019-05-27 16:16:40', '68', '42', '39', '69',127.0.0.1
'2019-05-27 16:16:41', '77', '34', '77', '70',127.0.0.1
'2019-05-27 16:16:42', '60', '36', '35', '37',127.0.0.1
'2019-05-27 16:16:43', '70', '45', '61', '36',127.0.0.1
'2019-05-27 16:16:43', '42', '43', '52', '73',127.0.0.1
'2019-05-27 16:16:45', '64', '45', '38', '45',127.0.0.1
'2019-05-27 16:16:46', '69', '42', '60', '40',127.0.0.1
'2019-05-27 16:16:47', '59', '34', '73', '47',127.0.0.1
'2019-05-27 16:16:48', '60', '58', '30', '51',127.0.0.1
'2019-05-27 16:16:48', '38', '38', '78', '41',127.0.0.1
'2019-05-27 16:16:50', '67', '47', '71', '50',127.0.0.1
'2019-05-27 16:16:51', '71', '65', '60', '73',127.0.0.1
'2019-05-27 16:16:52', '68', '61', '48', '41',127.0.0.1
'2019-05-27 16:16:53', '61', '62', '47', '54',127.0.0.1
'2019-05-27 16:16:53', '67', '30', '61', '38',127.0.0.1
'2019-05-27 16:16:55', '32', '77', '38', '34',127.0.0.1
'2019-05-27 16:16:56', '40', '76', '62', '73',127.0.0.1
'2019-05-27 16:16:57', '75', '64', '78', '66',127.0.0.1
'2019-05-27 16:16:58', '65', '70', '70', '58',127.0.0.1
'2019-05-27 16:16:58', '35', '59', '60', '46',127.0.0.1
'2019-05-27 16:17:00', '63', '77', '74', '69',127.0.0.1
'2019-05-27 16:17:01', '78', '60', '33', '77',127.0.0.1
'2019-05-27 16:17:02', '38', '35', '37', '46',127.0.0.1
'2019-05-27 16:17:03', '77', '44', '61', '63',127.0.0.1
'2019-05-27 16:17:03', '55', '60', '67', '77',127.0.0.1
'2019-05-27 16:17:05', '40', '56', '76', '46',127.0.0.1
'2019-05-27 16:17:06', '74', '68', '41', '77',127.0.0.1
'2019-05-27 16:17:07', '55', '50', '35', '47',127.0.0.1
'2019-05-27 16:17:08', '65', '37', '75', '50',127.0.0.1
'2019-05-27 16:17:08', '61', '75', '30', '33',127.0.0.1
'2019-05-27 16:17:10', '31', '52', '42', '42',127.0.0.1
'2019-05-27 16:17:11', '67', '57', '59', '57',127.0.0.1
'2019-05-27 16:17:12', '57', '70', '77', '51',127.0.0.1
'2019-05-27 16:17:13', '46', '44', '68', '53',127.0.0.1
'2019-05-27 16:17:13', '61', '67', '41', '61',127.0.0.1
'2019-05-27 16:17:15', '60', '60', '44', '64',127.0.0.1
'2019-05-27 16:17:16', '50', '52', '74', '45',127.0.0.1
'2019-05-27 16:17:17', '59', '38', '74', '46',127.0.0.1
'2019-05-27 16:17:18', '55', '30', '54', '46',127.0.0.1
'2019-05-27 16:17:18', '38', '73', '40', '57',127.0.0.1
'2019-05-27 16:17:20', '79', '79', '68', '33',127.0.0.1
'2019-05-27 16:17:21', '78', '59', '68', '61',127.0.0.1
'2019-05-27 16:17:22', '44', '49', '59', '54',127.0.0.1
'2019-05-27 16:17:23', '70', '77', '36', '48',127.0.0.1
'2019-05-27 16:17:23', '51', '38', '36', '36',127.0.0.1
'2019-05-27 16:17:25', '52', '30', '34', '61',127.0.0.1
'2019-05-27 16:17:26', '51', '42', '75', '55',127.0.0.1
'2019-05-27 16:17:27', '39', '51', '64', '69',127.0.0.1
'2019-05-27 16:17:29', '52', '44', '41', '54',127.0.0.1
'2019-05-27 16:17:29', '38', '52', '60', '32',127.0.0.1
'2019-05-27 16:17:31', '63', '78', '32', '38',127.0.0.1
'2019-05-27 16:17:32', '39', '79', '66', '58',127.0.0.1
'2019-05-27 16:17:33', '78', '60', '52', '53',127.0.0.1
'2019-05-27 16:17:34', '38', '36', '50', '30',127.0.0.1
'2019-05-27 16:17:34', '40', '35', '54', '79',127.0.0.1
'2019-05-27 16:17:36', '57', '49', '44', '64',127.0.0.1
'2019-05-27 16:17:37', '60', '45', '31', '35',127.0.0.1
'2019-05-27 16:17:38', '45', '48', '50', '42',127.0.0.1
'2019-05-27 16:17:39', '40', '65', '47', '69',127.0.0.1
'2019-05-27 16:17:39', '38', '31', '45', '50',127.0.0.1
'2019-05-27 16:17:41', '67', '43', '38', '63',127.0.0.1
'2019-05-27 16:17:42', '47', '60', '78', '53',127.0.0.1
'2019-05-27 16:17:43', '32', '63', '75', '48',127.0.0.1
'2019-05-27 16:17:44', '33', '71', '64', '44',127.0.0.1
'2019-05-27 16:17:44', '70', '75', '34', '57',127.0.0.1
'2019-05-27 16:17:46', '36', '65', '42', '67',127.0.0.1
'2019-05-27 16:17:47', '32', '42', '76', '36',127.0.0.1
'2019-05-27 16:17:48', '34', '42', '39', '55',127.0.0.1
'2019-05-27 16:17:49', '75', '56', '71', '44',127.0.0.1
'2019-05-27 16:17:49', '30', '67', '62', '35',127.0.0.1
'2019-05-27 16:17:51', '68', '43', '44', '56',127.0.0.1
'2019-05-27 16:17:52', '37', '31', '44', '46',127.0.0.1
'2019-05-27 16:17:53', '54', '70', '40', '41',127.0.0.1
'2019-05-27 16:17:54', '75', '69', '51', '62',127.0.0.1
'2019-05-27 16:17:54', '62', '75', '70', '47',127.0.0.1
'2019-05-27 16:17:56', '42', '53', '44', '72',127.0.0.1
'2019-05-27 16:17:57', '57', '71', '63', '54',127.0.0.1
'2019-05-27 16:17:58', '62', '42', '51', '47',127.0.0.1
'2019-05-27 16:17:59', '41', '43', '51', '79',127.0.0.1
'2019-05-27 16:17:59', '50', '66', '63', '37',127.0.0.1
'2019-05-27 16:18:01', '36', '42', '41', '50',127.0.0.1
'2019-05-27 16:18:02', '61', '42', '58', '42',127.0.0.1
'2019-05-27 16:18:03', '46', '71', '75', '63',127.0.0.1
'2019-05-27 16:18:04', '53', '59', '45', '71',127.0.0.1
'2019-05-27 16:18:04', '57', '68', '36', '38',127.0.0.1
'2019-05-27 16:18:06', '58', '48', '51', '74',127.0.0.1
'2019-05-27 16:18:07', '52', '42', '32', '41',127.0.0.1
'2019-05-27 16:18:08', '65', '55', '65', '71',127.0.0.1
'2019-05-27 16:18:09', '49', '42', '71', '64',127.0.0.1
'2019-05-27 16:18:09', '51', '65', '59', '61',127.0.0.1
'2019-05-27 16:18:11', '30', '58', '70', '67',127.0.0.1
'2019-05-27 16:18:12', '44', '57', '64', '43',127.0.0.1
'2019-05-27 16:18:13', '51', '73', '69', '55',127.0.0.1
'2019-05-27 16:18:14', '47', '56', '40', '64',127.0.0.1
'2019-05-27 16:18:14', '62', '69', '35', '35',127.0.0.1
'2019-05-27 16:18:16', '43', '77', '54', '58',127.0.0.1
'2019-05-27 16:18:17', '57', '52', '35', '65',127.0.0.1
'2019-05-27 16:18:18', '55', '36', '70', '55',127.0.0.1
'2019-05-27 16:18:20', '30', '54', '72', '79',127.0.0.1
'2019-05-27 16:18:20', '70', '66', '34', '63',127.0.0.1
'2019-05-27 16:18:22', '69', '54', '64', '71',127.0.0.1
'2019-05-27 16:18:23', '70', '60', '49', '54',127.0.0.1
'2019-05-27 16:18:24', '32', '75', '39', '64',127.0.0.1
'2019-05-27 16:18:25', '58', '35', '45', '55',127.0.0.1
'2019-05-27 16:18:25', '56', '32', '46', '30',127.0.0.1
'2019-05-27 16:18:27', '43', '52', '44', '41',127.0.0.1
'2019-05-27 16:18:28', '38', '50', '42', '56',127.0.0.1
'2019-05-27 16:18:29', '75', '68', '61', '63',127.0.0.1
'2019-05-27 16:18:30', '59', '69', '58', '69',127.0.0.1
'2019-05-27 16:18:30', '48', '68', '71', '52',127.0.0.1
'2019-05-27 16:18:32', '45', '40', '55', '32',127.0.0.1
'2019-05-27 16:18:33', '56', '77', '31', '52',127.0.0.1
'2019-05-27 16:18:34', '31', '47', '40', '41',127.0.0.1
'2019-05-27 16:18:35', '37', '58', '33', '43',127.0.0.1
'2019-05-27 16:18:35', '45', '37', '71', '34',127.0.0.1
'2019-05-27 16:18:37', '64', '54', '36', '61',127.0.0.1
'2019-05-27 16:18:38', '53', '51', '68', '69',127.0.0.1
'2019-05-27 16:18:39', '51', '43', '50', '62',127.0.0.1
'2019-05-27 16:18:40', '58', '40', '62', '66',127.0.0.1
'2019-05-27 16:18:40', '67', '73', '78', '56',127.0.0.1
'2019-05-27 16:23:32', '69', '55', '57', '42',127.0.0.1
'2019-05-27 16:23:33', '38', '78', '55', '49',127.0.0.1
'2019-05-27 16:23:35', '74', '74', '70', '42',127.0.0.1
'2019-05-27 16:23:36', '68', '69', '58', '31',127.0.0.1
'2019-05-27 16:23:37', '41', '62', '43', '30',127.0.0.1
'2019-05-27 16:23:37', '40', '34', '77', '76',127.0.0.1
'2019-05-27 16:23:38', '77', '32', '63', '59',127.0.0.1
'2019-05-27 16:23:40', '72', '68', '57', '42',127.0.0.1
'2019-05-27 16:23:41', '61', '66', '42', '41',127.0.0.1
'2019-05-27 16:23:42', '59', '60', '79', '35',127.0.0.1
'2019-05-27 16:23:42', '69', '56', '69', '34',127.0.0.1
'2019-05-27 16:23:44', '33', '34', '52', '38',127.0.0.1
'2019-05-27 16:23:45', '51', '32', '48', '69',127.0.0.1
'2019-05-27 16:23:46', '44', '40', '62', '66',127.0.0.1
'2019-05-27 16:23:47', '31', '59', '66', '67',127.0.0.1
'2019-05-27 16:23:48', '63', '36', '72', '34',127.0.0.1
'2019-05-27 16:23:49', '72', '57', '35', '41',127.0.0.1
'2019-05-27 16:23:50', '56', '79', '72', '42',127.0.0.1
'2019-05-27 16:23:51', '32', '63', '32', '61',127.0.0.1
'2019-05-27 16:23:53', '79', '70', '56', '67',127.0.0.1
'2019-05-27 16:23:53', '53', '46', '49', '34',127.0.0.1
'2019-05-27 16:23:54', '43', '54', '39', '34',127.0.0.1
'2019-05-27 16:23:55', '54', '47', '61', '31',127.0.0.1
'2019-05-27 16:23:56', '77', '75', '42', '78',127.0.0.1
'2019-05-27 16:23:58', '73', '57', '48', '33',127.0.0.1
'2019-05-27 16:23:58', '57', '41', '76', '68',127.0.0.1
'2019-05-27 16:23:59', '53', '40', '66', '74',127.0.0.1
'2019-05-27 16:24:00', '48', '40', '70', '75',127.0.0.1
'2019-05-27 16:24:02', '35', '65', '34', '42',127.0.0.1
'2019-05-27 16:24:03', '39', '52', '46', '41',127.0.0.1
'2019-05-27 16:24:03', '71', '75', '32', '62',127.0.0.1
'2019-05-27 16:24:04', '66', '52', '35', '31',127.0.0.1
'2019-05-27 16:24:05', '51', '47', '40', '42',127.0.0.1
'2019-05-27 16:24:07', '45', '40', '65', '60',127.0.0.1
'2019-05-27 16:24:08', '55', '38', '61', '43',127.0.0.1
'2019-05-27 16:24:08', '40', '51', '46', '71',127.0.0.1
'2019-05-27 16:24:09', '46', '76', '63', '42',127.0.0.1
'2019-05-27 16:24:10', '47', '42', '41', '46',127.0.0.1
'2019-05-27 16:24:12', '50', '73', '71', '30',127.0.0.1
'2019-05-27 16:24:13', '50', '58', '60', '67',127.0.0.1
'2019-05-27 16:24:13', '67', '48', '71', '74',127.0.0.1
'2019-05-27 16:24:14', '41', '67', '49', '39',127.0.0.1
'2019-05-27 16:24:15', '67', '42', '77', '58',127.0.0.1
'2019-05-27 16:24:17', '44', '59', '31', '77',127.0.0.1
'2019-05-27 16:24:18', '30', '47', '71', '46',127.0.0.1
'2019-05-27 16:24:18', '56', '33', '49', '48',127.0.0.1
'2019-05-27 16:24:19', '73', '33', '62', '37',127.0.0.1
'2019-05-27 16:24:21', '41', '44', '38', '77',127.0.0.1
'2019-05-27 16:24:22', '56', '59', '64', '74',127.0.0.1
'2019-05-27 16:24:23', '42', '45', '79', '47',127.0.0.1
'2019-05-27 16:24:23', '70', '51', '62', '44',127.0.0.1
'2019-05-27 16:24:24', '71', '65', '76', '54',127.0.0.1
'2019-05-27 16:24:26', '70', '64', '59', '44',127.0.0.1
'2019-05-27 16:24:27', '73', '49', '64', '39',127.0.0.1
'2019-05-27 16:24:28', '38', '61', '72', '34',127.0.0.1
'2019-05-27 16:24:28', '40', '70', '50', '72',127.0.0.1
'2019-05-27 16:24:29', '43', '50', '67', '64',127.0.0.1
'2019-05-27 16:24:31', '52', '40', '38', '48',127.0.0.1
'2019-05-27 16:24:32', '68', '38', '64', '49',127.0.0.1
'2019-05-27 16:24:33', '43', '56', '42', '63',127.0.0.1
'2019-05-27 16:24:34', '31', '37', '58', '49',127.0.0.1
'2019-05-27 16:24:35', '77', '74', '35', '43',127.0.0.1
'2019-05-27 16:24:36', '42', '33', '60', '65',127.0.0.1
'2019-05-27 16:24:37', '50', '47', '41', '37',127.0.0.1
'2019-05-27 16:24:38', '70', '64', '38', '61',127.0.0.1
'2019-05-27 16:24:39', '75', '64', '68', '40',127.0.0.1
'2019-05-27 16:24:40', '75', '66', '72', '40',127.0.0.1
'2019-05-27 16:24:41', '41', '38', '31', '60',127.0.0.1
'2019-05-27 16:24:42', '38', '39', '75', '41',127.0.0.1
'2019-05-27 16:24:44', '78', '44', '55', '61',127.0.0.1
'2019-05-27 16:24:44', '34', '63', '73', '75',127.0.0.1
'2019-05-27 16:24:45', '32', '52', '44', '72',127.0.0.1
'2019-05-27 16:24:46', '78', '44', '41', '45',127.0.0.1
'2019-05-27 16:24:47', '51', '40', '49', '67',127.0.0.1
'2019-05-27 16:24:49', '57', '32', '49', '54',127.0.0.1
'2019-05-27 16:24:49', '62', '70', '56', '43',127.0.0.1
'2019-05-27 16:24:50', '66', '65', '57', '61',127.0.0.1
'2019-05-27 16:24:51', '54', '48', '33', '34',127.0.0.1
'2019-05-27 16:24:53', '35', '52', '76', '47',127.0.0.1
'2019-05-27 16:24:54', '61', '62', '59', '60',127.0.0.1
'2019-05-27 16:24:54', '31', '54', '31', '75',127.0.0.1
'2019-05-27 16:24:55', '44', '49', '46', '54',127.0.0.1
'2019-05-27 16:24:56', '52', '66', '41', '54',127.0.0.1
'2019-05-27 16:24:58', '36', '68', '37', '70',127.0.0.1
'2019-05-27 16:24:59', '62', '63', '70', '51',127.0.0.1
'2019-05-27 16:24:59', '55', '47', '46', '49',127.0.0.1
'2019-05-27 16:25:00', '69', '41', '51', '35',127.0.0.1
'2019-05-27 16:25:01', '43', '48', '66', '75',127.0.0.1
'2019-05-27 16:25:03', '48', '32', '53', '69',127.0.0.1
'2019-05-27 16:25:04', '73', '32', '57', '68',127.0.0.1
'2019-05-27 16:25:04', '68', '76', '69', '49',127.0.0.1
'2019-05-27 16:25:05', '51', '71', '46', '75',127.0.0.1
'2019-05-27 16:25:06', '41', '76', '64', '38',127.0.0.1
'2019-05-27 16:25:08', '59', '42', '44', '47',127.0.0.1
'2019-05-27 16:25:09', '43', '38', '31', '40',127.0.0.1
'2019-05-27 16:25:09', '79', '47', '41', '32',127.0.0.1
'2019-05-27 16:25:10', '58', '68', '73', '71',127.0.0.1
'2019-05-27 16:25:12', '45', '40', '54', '37',127.0.0.1
'2019-05-27 16:25:13', '30', '73', '31', '50',127.0.0.1
'2019-05-27 16:25:14', '43', '67', '76', '44',127.0.0.1
'2019-05-27 16:25:14', '63', '67', '59', '66',127.0.0.1
'2019-05-27 16:25:15', '72', '51', '51', '77',127.0.0.1
'2019-05-27 16:25:17', '68', '62', '51', '58',127.0.0.1
'2019-05-27 16:25:18', '79', '37', '30', '44',127.0.0.1
'2019-05-27 16:25:19', '50', '31', '49', '64',127.0.0.1
'2019-05-27 16:25:19', '66', '38', '34', '77',127.0.0.1
'2019-05-27 16:25:20', '53', '56', '39', '56',127.0.0.1
'2019-05-27 16:25:22', '48', '71', '56', '42',127.0.0.1
'2019-05-27 16:25:23', '43', '39', '59', '44',127.0.0.1
'2019-05-27 16:25:24', '55', '57', '72', '66',127.0.0.1
'2019-05-27 16:25:25', '50', '34', '31', '39',127.0.0.1
'2019-05-27 16:25:26', '73', '52', '52', '30',127.0.0.1
'2019-05-27 16:25:27', '50', '68', '46', '42',127.0.0.1
'2019-05-27 16:25:28', '77', '32', '69', '60',127.0.0.1
'2019-05-27 16:25:29', '44', '47', '45', '76',127.0.0.1
'2019-05-27 16:25:30', '61', '39', '61', '62',127.0.0.1
'2019-05-27 16:25:31', '62', '67', '56', '49',127.0.0.1
'2019-05-27 16:25:32', '48', '52', '72', '54',127.0.0.1
'2019-05-27 16:25:33', '36', '33', '79', '39',127.0.0.1
'2019-05-27 16:25:35', '36', '53', '35', '53',127.0.0.1
'2019-05-27 16:25:35', '43', '68', '78', '78',127.0.0.1
'2019-05-27 16:25:36', '64', '65', '46', '66',127.0.0.1
'2019-05-27 16:25:37', '46', '30', '53', '74',127.0.0.1
'2019-05-27 16:25:38', '76', '48', '78', '57',127.0.0.1
'2019-05-27 16:25:40', '38', '40', '61', '61',127.0.0.1
'2019-05-27 16:25:40', '31', '53', '57', '35',127.0.0.1
'2019-05-27 16:25:41', '42', '53', '38', '65',127.0.0.1
'2019-05-27 16:25:42', '55', '53', '39', '58',127.0.0.1
'2019-05-27 16:25:44', '39', '66', '38', '56',127.0.0.1
'2019-05-27 16:25:45', '31', '30', '52', '49',127.0.0.1
'2019-05-27 16:25:45', '79', '53', '31', '39',127.0.0.1
'2019-05-27 16:25:46', '52', '44', '33', '61',127.0.0.1
'2019-05-27 16:25:47', '65', '42', '30', '70',127.0.0.1
'2019-05-27 16:25:49', '78', '61', '44', '69',127.0.0.1
'2019-05-27 16:25:50', '54', '70', '35', '46',127.0.0.1
'2019-05-27 16:25:50', '37', '72', '41', '51',127.0.0.1
'2019-05-27 16:25:51', '43', '60', '69', '36',127.0.0.1
'2019-05-27 16:25:52', '67', '73', '57', '36',127.0.0.1
'2019-05-27 16:25:54', '65', '38', '66', '38',127.0.0.1
'2019-05-27 16:25:55', '53', '38', '36', '45',127.0.0.1
'2019-05-27 16:25:55', '60', '71', '53', '52',127.0.0.1
'2019-05-27 16:25:56', '59', '79', '48', '70',127.0.0.1
'2019-05-27 16:25:57', '56', '56', '65', '58',127.0.0.1
'2019-05-27 16:25:59', '45', '48', '40', '71',127.0.0.1
'2019-05-27 16:26:00', '49', '67', '38', '60',127.0.0.1
'2019-05-27 16:26:00', '42', '77', '77', '58',127.0.0.1
'2019-05-27 16:26:01', '63', '53', '59', '69',127.0.0.1
'2019-05-27 16:26:03', '71', '35', '43', '69',127.0.0.1
'2019-05-27 16:26:04', '44', '79', '44', '74',127.0.0.1
'2019-05-27 16:26:05', '37', '43', '57', '55',127.0.0.1
'2019-05-27 16:26:05', '46', '53', '43', '73',127.0.0.1
'2019-05-27 16:26:06', '36', '67', '69', '57',127.0.0.1
'2019-05-27 16:26:08', '38', '51', '59', '36',127.0.0.1
'2019-05-27 16:26:09', '71', '75', '66', '67',127.0.0.1
'2019-05-27 16:26:10', '75', '71', '33', '32',127.0.0.1
'2019-05-27 16:26:10', '38', '52', '40', '32',127.0.0.1
'2019-05-27 16:26:11', '37', '73', '69', '64',127.0.0.1
'2019-05-27 16:26:13', '31', '31', '68', '70',127.0.0.1
'2019-05-27 16:26:14', '40', '64', '74', '75',127.0.0.1
'2019-05-27 16:26:15', '67', '30', '73', '48',127.0.0.1
'2019-05-27 16:26:16', '67', '77', '37', '57',127.0.0.1
'2019-05-27 16:26:17', '41', '78', '33', '76',127.0.0.1
